"","X","INSTNM","SATVR25","SATVRMID","SATVR75","SATMT25","SATMTMID","SATMT75","SATWR25","SATWRMID","SATWR75","TUITIONFEE_IN","TUITIONFEE_OUT","ACTCM25","ACTCM75","ACTCMMID","PCIP01","PCIP03","PCIP04","PCIP05","PCIP09","PCIP10","PCIP11","PCIP12","PCIP13","PCIP14","PCIP15","PCIP16","PCIP19","PCIP22","PCIP23","PCIP24","PCIP25","PCIP26","PCIP27","PCIP29","PCIP30","PCIP31","PCIP38","PCIP39","PCIP40","PCIP41","PCIP42","PCIP43","PCIP44","PCIP45","PCIP46","PCIP47","PCIP48","PCIP49","PCIP50","PCIP51","PCIP52","PCIP54","LATITUDE","LONGITUDE","HIGHDEG","HIGHDEG_1","undergrad.profile","twoorfour","partorfull","loworhigh","two.year","four.year","part.time","full.time","transfer.high","transfer.low"
"197",197,"Otsego Area BOCES-Practical Nursing Program",490,490,650,510,540,700,520,510,670,8084,27633,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42.4596,-75.064671,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"198",198,"Pace University-New York",470,520,570,480,530,580,460,570,650,39697,39697,20,26,23,0,0.0125,0,0.0011,0.1179,0,0.0501,0,0.0217,0,0.0581,0.0034,0,0,0.0279,0.0291,0,0.0313,0.004,0,0.0011,0,0.0034,0,0.0011,0,0.0821,0.0427,0,0.0416,0,0,0,0,0.0695,0.0906,0.3031,0.0074,40.711014,-74.004719,4,"Graduate degree",13,"Four Year","Full Time","High",0,1,0,1,1,0
"199",199,"Paul Smiths College of Arts and Science",530,580,600,420,590,700,430,570,670,26146,26146,23,26,27,0,0.4523,0,0,0,0,0,0.1908,0,0,0.0389,0,0.0106,0,0,0,0,0.0212,0,0,0.0565,0.1025,0,0,0,0,0,0,0,0.0141,0,0,0,0,0,0,0.1131,0,44.435638,-74.245143,3,"Bachelor's degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"200",200,"Continental School of Beauty Culture-West Seneca",440,560,790,350,580,780,400,570,680,10177,23401,23,27,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.828946,-78.754766,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"201",201,"Plaza College",540,530,740,550,570,650,400,520,680,11350,11350,19,29,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4037,0.5963,0,40.71503,-73.831723,3,"Bachelor's degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"202",202,"Davis College",430,480,530,420,485,550,400,465,530,12640,12640,15,24,20,0,0,0,0,0,0,0,0,0.0556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.101092,-75.962421,3,"Bachelor's degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"203",203,"Pratt Institute-Main",500,560,620,500,570,640,500,565,630,44804,44804,24,28,26,0,0,0.1405,0,0,0,0,0,0.015,0,0,0,0,0,0.0437,0,0,0,0,0,0.0123,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7653,0,0.0232,0,40.691154,-73.962149,4,"Graduate degree",15,"Four Year","Full Time","High",0,1,0,1,1,0
"204",204,"Professional Business College",450,510,570,420,590,690,440,570,640,9805,9805,22,34,24,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0.1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8338,0,40.71878,-74.001831,2,"Associate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"205",205,"Rabbinical Academy Mesivta Rabbi Chaim Berlin",450,510,670,450,560,570,520,550,720,12250,12250,25,36,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.618467,-73.963702,4,"Graduate degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"206",206,"Rabbinical College Bobover Yeshiva Bnei Zion",430,560,750,430,590,720,510,570,570,7750,7750,21,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.63192,-73.98544,4,"Graduate degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"207",207,"Rabbinical College of Ch'san Sofer New York",480,510,560,550,510,620,520,550,640,8000,8000,20,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.626507,-73.979851,4,"Graduate degree",10,"Four Year","Full Time","Low",0,1,0,1,0,1
"208",208,"Rabbinical College Beth Shraga",520,500,690,530,540,650,550,510,610,11550,11550,24,29,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.114311,-74.072771,3,"Bachelor's degree",10,"Four Year","Full Time","Low",0,1,0,1,0,1
"209",209,"Rabbinical College of Long Island",450,570,560,410,610,690,540,520,690,8800,8800,20,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.586478,-73.670034,3,"Bachelor's degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"210",210,"Rabbinical Seminary of America",340,530,680,470,530,630,400,560,730,8800,8800,21,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.72325,-73.81769,4,"Graduate degree",10,"Four Year","Full Time","Low",0,1,0,1,0,1
"211",211,"Rensselaer Polytechnic Institute",620,670,720,680,725,770,530,500,700,47908,47908,27,32,30,0,0.0018,0.0399,0,0.0213,0,0.1055,0,0,0.5275,0.031,0,0,0,0,0,0,0.0576,0.0381,0,0.0195,0,0.0018,0,0.055,0,0.0053,0,0,0,0,0,0,0,0.031,0.0062,0.0585,0,42.728983,-73.678768,4,"Graduate degree",14,"Four Year","Full Time","Low",0,1,0,0,0,1
"212",212,"Ridley-Lowell Business & Technical Institute-Binghamton",340,540,570,540,550,610,360,580,610,9832,24864,24,35,27,0,0,0,0,0,0,0.1028,0.4206,0,0,0,0,0,0.0187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374,0,0,0,0,0,0,0,0.3645,0.0561,0,42.099933,-75.916926,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"213",213,"Roberts Wesleyan College",470,520,570,480,535,590,440,490,540,28068,28068,20,26,23,0,0,0,0,0.0171,0,0,0,0.1293,0,0,0.0024,0,0,0.0073,0.0463,0,0.0122,0.0049,0,0,0,0.0073,0,0.0171,0,0.039,0.022,0.0415,0,0,0,0,0,0.0512,0.3585,0.2268,0.0171,43.126747,-77.798964,4,"Graduate degree",13,"Four Year","Full Time","High",0,1,0,1,1,0
"214",214,"Everest Institute-Rochester",320,530,780,510,510,630,530,590,750,13500,13500,25,29,24,0,0,0,0,0,0,0.1012,0,0,0,0,0,0,0.0476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952,0,0,0,0,0,0,0,0.5179,0.2381,0,43.19617,-77.585507,2,"Associate degree",2,"Two Year","Part Time","Low",1,0,1,0,0,0
"215",215,"Rochester Institute of Technology",540,590,640,570,625,680,520,575,630,35768,35768,26,31,29,0,0.0056,0,4e-04,0.0171,0.0254,0.1718,0,0,0.1729,0.1063,0.0115,8e-04,0,8e-04,0.0658,0,0.0468,0.0143,0,0.0048,0,8e-04,0,0.0139,0.0048,0.0167,0.0159,0.002,0.0071,0,0,0.0028,0,0.1547,0.0274,0.1099,0,43.090325,-77.67521,4,"Graduate degree",14,"Four Year","Full Time","Low",0,1,0,0,0,1
"216",216,"University of Rochester",540,500,600,550,590,760,460,560,600,46960,46960,19,25,23,0,0.0036,0,0.0036,0,0,0.0258,0,0.0066,0.1154,6e-04,0.0306,0,0,0.0246,0.0066,0,0.134,0.0535,0,0.0042,0,0.0096,0,0.0463,0,0.0992,0,0,0.1526,0,0,0,0,0.0907,0.1424,0.0331,0.0168,43.126437,-77.631042,4,"Graduate degree",14,"Four Year","Full Time","Low",0,1,0,0,0,1
"217",217,"Rockland Community College",380,540,620,390,550,680,520,580,610,4654,8953,25,26,27,0,8e-04,0,0,0.0241,0.0064,0.0193,0.0032,0,8e-04,0.0048,0,0.0056,0.0281,0,0.5514,0,0,0,0,0,0.0056,0,0,0,0,0,0.0812,0,0,0,0.008,0,0,0.0217,0.1085,0.1302,0,41.13324,-74.088169,2,"Associate degree",2,"Two Year","Part Time","Low",1,0,1,0,0,0
"218",218,"Empire Beauty School-Manhattan",400,530,710,430,560,560,500,590,590,8420,23942,20,31,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.748938,-73.986453,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"219",219,"The Sage Colleges",410,550,660,360,500,720,460,580,780,28200,28200,20,27,25,0,0,0,0,0,0,0.0261,0,0.0496,0,0,0,0,0,0.0157,0.0731,0,0.0836,0.0052,0,0.0574,0,0,0,0.0131,0,0.0679,0.0261,0.0026,0.1097,0,0,0,0,0.1227,0.2141,0.1123,0.0209,42.72822,-73.693711,4,"Graduate degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"220",220,"St Bernard's School of Theology and Ministry",420,580,700,450,590,750,430,590,640,10150,27082,21,30,25,0.035,0.0392,0.0361,0.0314,0.0059,0.0076,0.0124,0.0373,0.031,0.003,0.0159,0.0042,0.0411,0.0046,0.0488,0.0028,0.0335,0.0292,0.0269,0.0407,0.0339,0.0234,0.0447,0.0113,0.0413,0.0322,3e-04,0.008,0.0479,0.036,0.0526,0.035,0.0053,0.0432,0.0248,0.0248,0.0091,0.0396,43.102185,-77.526326,4,"Graduate degree",0,"Four Year","Full Time","Low",0,0,0,0,0,0
"221",221,"St Bonaventure University",470,525,580,470,525,580,450,507,563,30466,30466,21,27,24,0,0.0025,0,0.0025,0.1495,0,0.0172,0,0.1127,0,0,0.0123,0.0392,0,0.0466,0,0,0.076,0.0049,0,0.0074,0.0809,0.0049,0,0.0221,0,0.0392,0,0,0.0735,0,0,0,0,0.0172,0,0.25,0.0417,42.07863,-78.47586,4,"Graduate degree",12,"Four Year","Full Time","Low",0,1,0,1,0,1
"222",222,"St Francis College",410,460,510,420,475,530,410,460,510,22300,22300,19,32,23,0,0,0,0.0234,0.1345,0,0.0526,0,0.0994,0,0,0.0019,0,0,0.0175,0.0663,0,0.0565,0.0078,0,0,0,0.0136,0,0.0117,0,0.0799,0.076,0,0.0663,0,0,0,0,0,0.1228,0.1559,0.0136,40.693076,-73.991653,4,"Graduate degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"223",223,"St Joseph's College of Nursing at St Joseph's Hospital Health Center",370,560,660,510,540,670,530,500,600,18000,18000,19,31,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43.055355,-76.148355,2,"Associate degree",3,"Two Year","Full Time","Low",1,0,0,1,0,0
"224",224,"St Lawrence University",490,510,680,560,610,580,420,570,620,47696,47696,24,32,25,0,0.024,0,0,0.0609,0,0.0203,0,0,0,0,0.0258,0,0,0.0517,0.0221,0,0.1587,0.0572,0,0.0406,0,0.0203,0,0.0683,0,0.083,0,0,0.2841,0,0,0,0,0.0258,0,0,0.0572,44.589879,-75.161343,4,"Graduate degree",14,"Four Year","Full Time","Low",0,1,0,0,0,1
"225",225,"The College of Saint Rose",480,570,560,420,530,600,350,550,560,29016,29016,20,35,24,0,0,0,0.0015,0.0936,0,0.0138,0,0.2929,0,0,0.0138,0,0,0.0337,0.0245,0,0.0429,0.0107,0,0,0,0.0015,0,0.0046,0,0.0552,0.0552,0.0276,0.0245,0,0,0,0,0.0859,0.0537,0.1564,0.0077,42.664664,-73.78611,4,"Graduate degree",13,"Four Year","Full Time","High",0,1,0,1,1,0
"226",226,"St. Thomas Aquinas College",410,466,522,427,494,560,420,479,537,27630,27630,18,22,20,0,0,0,0,0.0588,0,0.0196,0,0.1176,0,0,0.0065,0,0,0.0556,0.0131,0,0.0458,0.0131,0,0.0229,0.0359,0.0131,0,0,0,0.1438,0.1176,0,0.0425,0,0,0,0,0.0458,0.0556,0.1699,0.0229,41.041126,-73.934182,4,"Graduate degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"227",227,"Samaritan Hospital School of Nursing",420,520,590,550,560,610,550,520,680,11211,11211,25,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42.74345,-73.675672,2,"Associate degree",1,"Two Year","Part Time","Low",1,0,1,0,0,0
"228",228,"Sarah Lawrence College",540,520,560,500,600,610,430,530,710,50780,50780,21,31,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.934147,-73.84381,4,"Graduate degree",14,"Four Year","Full Time","Low",0,1,0,0,0,1
"229",229,"Schenectady County Community College",360,580,560,470,610,570,500,510,640,3861,7317,24,28,26,0,0,0,0,0,0,0.0399,0.1146,0.0104,0,0.0243,0,0.0104,0.059,0,0.1597,0,0,0,0,0,0,0,0,0,0,0,0.1285,0.0799,0,0,0.0139,0,0.0052,0.0451,0.0729,0.2361,0,42.815783,-73.949266,2,"Associate degree",1,"Two Year","Part Time","Low",1,0,1,0,0,0
"230",230,"Sh'or Yoshuv Rabbinical College",540,570,550,340,590,610,550,560,590,9000,9000,20,29,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.605336,-73.740366,4,"Graduate degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"231",231,"Siena College",500,550,600,520,570,620,460,570,580,32293,32293,23,27,25,0,0,0,0.0128,0,0,0.027,0,0.0026,0,0,0.018,0,0.0334,0.0513,0,0,0.1027,0.0282,0,0,0,0.0051,0,0.018,0,0.1078,0,0.0167,0.1014,0,0,0,0,0.0231,0,0.3928,0.0591,42.718586,-73.75153,4,"Graduate degree",14,"Four Year","Full Time","Low",0,1,0,0,0,1
"232",232,"Skidmore College",560,615,670,570,625,680,563,622,680,47464,47464,25,30,28,0,0.0468,0,0.0292,0,0,0.0117,0,0.0219,0,0,0.0278,0,0,0.0716,0.0175,0,0.0833,0.0175,0,0,0.0409,0.0175,0,0.0365,0,0.1096,0,0.0175,0.1374,0,0,0,0,0.174,0,0.1111,0.0278,43.092696,-73.785108,4,"Graduate degree",14,"Four Year","Full Time","Low",0,1,0,0,0,1
"233",233,"Saint Joseph's College-New York",460,510,560,460,515,570,400,510,580,22830,22830,20,25,23,0,0,0,0,0,0,0.0208,0,0.2504,0,0,8e-04,0.0169,0,0.1009,0.0108,0,0.0308,0.027,0,0,0.03,8e-04,0,0.0046,0,0.0801,0.0385,0.0146,0.0378,0,0,0,0,0,0.094,0.2227,0.0185,40.690485,-73.968037,4,"Graduate degree",13,"Four Year","Full Time","High",0,1,0,1,1,0
"234",234,"Saint Vladimirs Orthodox Theological Seminary",530,560,610,550,560,710,410,530,690,9184,20393,25,31,24,0.0226,0.0071,0.011,0.0524,0.0504,0.0322,0.0209,0.019,0.0114,0.0323,0.0533,0.0014,0.0391,0.0307,0.0099,0.0355,0.0276,0.023,0.0348,1e-04,0.0256,0.0123,0.0583,0.0498,0.0535,0.0182,0.016,0.0082,0.0083,0.0468,0.0488,0.0029,0.0319,0.0255,0.0089,0.0286,0.0102,0.0313,40.971362,-73.82332,4,"Graduate degree",0,"Four Year","Full Time","Low",0,0,0,0,0,0
"235",235,"Spanish-American Institute",540,500,600,530,510,670,480,590,610,7171,17051,19,32,23,0.0402,0.0225,0.0059,0.0365,0.0026,0.0358,0.0239,0.0253,0.0468,0.0345,0.0384,0.0318,0.0425,0.0114,0.0294,0.0283,0.0454,0.0119,0.0448,0.0165,0.0279,0.0158,0.0102,0.0297,0.0162,0.0269,0.0196,0.0433,0.023,0.0441,0.0097,0.0356,0.0122,0.0185,0.0038,0.0164,0.0257,0.0472,40.757277,-73.987356,0,"Non-degree-granting",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"236",236,"Saint Elizabeth College of Nursing",480,520,590,540,550,670,440,540,600,14600,20500,19,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43.082041,-75.265888,2,"Associate degree",1,"Two Year","Part Time","Low",1,0,1,0,0,0
"237",237,"Saint John Fisher College",470,515,560,500,550,600,450,500,550,29550,29550,23,27,25,0,0,0,0.0012,0.0595,0,0.006,0,0.0821,0,0,0.0048,0,0,0.0119,0.0155,0,0.069,0.0214,0,0.0048,0.044,0.0012,0,0.0321,0,0.075,0,0,0.0607,0,0,0,0,0,0.2095,0.275,0.0262,43.117064,-77.516979,4,"Graduate degree",15,"Four Year","Full Time","High",0,1,0,1,1,0
"238",238,"St Paul's School of Nursing-Staten Island",530,540,780,420,550,570,560,540,780,21769,21769,21,33,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.605686,-74.179282,2,"Associate degree",3,"Two Year","Full Time","Low",1,0,0,1,0,0
"239",239,"St James Mercy Hospital School of Radiologic Science",540,590,570,560,550,590,440,570,670,9823,25701,24,35,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42.313847,-77.660564,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"240",240,"St John's University-New York",490,540,590,500,560,620,400,540,710,38680,38680,22,28,25,0,0.0089,0,0.0037,0.1066,0.0178,0.029,9e-04,0.0463,0,0.0019,0.0061,0,0.058,0.0238,0.0108,0,0.0622,0.0028,0,0,0.0556,0.0094,0.0023,0.0182,0,0.0669,0.0827,9e-04,0.0556,0,0,0,0,0.0154,0.1141,0.1875,0.0126,40.721979,-73.795301,4,"Graduate degree",14,"Four Year","Full Time","Low",0,1,0,0,0,1
"241",241,"New York Career Institute",360,500,690,480,530,600,410,600,660,13500,13500,20,35,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1567,0,0,40.713178,-74.008316,2,"Associate degree",2,"Two Year","Part Time","Low",1,0,1,0,0,0
"242",242,"Branford Hall Career Institute-Bohemia Campus",500,580,580,510,530,770,490,570,610,9099,23808,23,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2726,0,0,0,0.7274,0,0,40.777825,-73.093869,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"243",243,"Sullivan County Community College",370,570,570,450,600,630,550,530,590,5300,9774,25,29,26,0,0.0043,0,0,0.0348,0,0.0261,0.0696,0,0,0,0,0.0043,0,0,0.3913,0,0,0,0,0,0.0478,0,0,0,0,0,0.0565,0.0435,0,0,0.0304,0,0,0.0478,0.1087,0.1348,0,41.764174,-74.668376,2,"Associate degree",2,"Two Year","Part Time","Low",1,0,1,0,0,0
"244",244,"SUNY College of Technology at Alfred",410,470,530,430,495,560,430,520,590,7646,14256,19,25,22,0.0216,0,0,0,0,0.0354,0.0521,0.0295,0,0.0069,0.1552,0,0,0.0128,0,0.0727,0,0.0049,0,0,0,0.0079,0,0,0,0,0,0.0079,0.0295,0,0.1022,0.1542,0.0265,0,0.0059,0.111,0.164,0,42.258723,-77.791073,3,"Bachelor's degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"245",245,"SUNY College of Technology at Canton",520,510,620,540,510,590,350,550,730,7519,11689,21,34,23,0,0.0052,0,0,0,0,0.0405,0,0,0.0104,0.0539,0,0.0166,0.056,0,0.0737,0,0,0,0,0,0,0,0,0,0,0.0041,0.1566,0,0,0.0353,0.0477,0,0,0.0104,0.3402,0.1494,0,44.607346,-75.185005,3,"Bachelor's degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"246",246,"SUNY College of Technology at Delhi",500,530,570,440,540,770,420,500,640,7530,11700,20,25,26,0.0109,0.0049,0.0206,0,0,0,0.0073,0.0291,0.0073,0,0.0947,0,0,0,0,0.125,0,0,0,0,0,0.0303,0,0,0,0,0,0.0146,0,0,0.0667,0.0267,0.0194,0,0,0.2573,0.2852,0,42.270129,-74.924225,3,"Bachelor's degree",7,"Four Year","Full Time","High",0,1,0,1,1,0
"247",247,"SUNY College of Agriculture and Technology at Cobleskill",380,435,490,370,435,500,500,520,710,7609,16759,16,22,19,0.3322,0.1002,0,0,0.025,0,0.0351,0.0534,0.0451,0,0.0367,0,0.0334,0,0,0.0851,0,0.0083,0,0,0,0,0,0,0,0.0334,0.0083,0,0.0117,0,0,0.0167,0,0,0.0167,0.0217,0.1369,0,42.67257,-74.498247,3,"Bachelor's degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"248",248,"Farmingdale State College",440,480,520,460,500,540,560,570,740,7483,17133,19,23,21,0.0135,0,0,0,0.0405,0,0.0462,0,0,0,0.1143,0,0,0,0,0.1259,0,0.0475,0.0064,0,0.0732,0.0135,0,0,0,0,0.0161,0.0861,0,0.0051,0,0,0,0.0257,0.027,0.1297,0.2293,0,40.75408,-73.426371,3,"Bachelor's degree",9,"Four Year","Full Time","High",0,1,0,1,1,0
"249",249,"Morrisville State College",390,435,480,400,445,490,370,410,450,7689,17339,18,23,21,0.2052,0.0648,0.0077,0,0.0108,0,0.0386,0.0046,0.0046,0,0.034,0,0.0108,0,0,0.1204,0,0,0,0,0.0046,0.0201,0,0,0,0,0,0.0694,0.0108,0,0.0139,0.088,0,0,0,0.1296,0.162,0,42.89432,-75.645231,3,"Bachelor's degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"250",250,"SUNY at Albany",490,535,580,520,560,600,340,570,670,8302,19942,22,26,24,0,0,0,0.0123,0.0183,0,0.0211,0,0,0.006,0,0.0148,0,0,0.1202,0,0,0.0606,0.0338,0,0.1269,0,0.006,0,0.0268,0,0.0973,0.0345,0.0194,0.221,0,0,0,0,0.018,0,0.122,0.0409,42.686917,-73.825014,4,"Graduate degree",15,"Four Year","Full Time","High",0,1,0,1,1,0
"251",251,"SUNY at Binghamton",590,630,670,620,660,700,580,625,670,8620,20260,27,30,29,0,0.016,0,0.0082,0,0,0.0359,0,0,0.0986,0,0.0225,0.0454,0,0.0754,0,0,0.0829,0.0287,0,0.0326,0,0.0062,0,0.0284,0,0.1168,0,0,0.154,0,0,0,0,0.0297,0.0565,0.1338,0.0284,42.088049,-75.971143,4,"Graduate degree",15,"Four Year","Full Time","High",0,1,0,1,1,0
"252",252,"University at Buffalo",500,550,600,550,600,650,510,500,760,8870,22290,24,29,27,0,0,0.0198,0.0032,0.0842,0,0.0208,0,0,0.1313,0,0.0121,0,0,0.02,0,0,0.0859,0.0153,0,0.0019,0,0.0038,0,0.0268,0,0.1203,0,0,0.1549,0,0,0,0,0.0408,0.0584,0.1834,0.017,43.001433,-78.790103,4,"Graduate degree",15,"Four Year","Full Time","High",0,1,0,1,1,0
"253",253,"Stony Brook University",540,590,640,610,660,710,540,595,650,8430,21850,26,30,28,0,0.0077,0.0015,0.0087,0.0118,0,0.0422,0,0.0177,0.0676,0,0.017,0,0,0.0224,0.0013,0,0.1339,0.0496,0,0.028,0,0.0075,0,0.0278,0,0.1134,0,0.0118,0.1072,0,0,0,0,0.0206,0.2067,0.0758,0.0198,40.913138,-73.123595,4,"Graduate degree",15,"Four Year","Full Time","High",0,1,0,1,1,0
"254",254,"SUNY College of Environmental Science and Forestry",530,585,640,560,600,640,480,550,730,7398,17048,24,29,27,0,0.3838,0.0789,0,0,0,0,0,0,0.0702,0.0307,0,0,0,0,0,0,0.364,0,0,0,0,0,0,0.0263,0,0,0,0,0,0,0,0,0,0,0,0.0461,0,43.034355,-76.139236,4,"Graduate degree",15,"Four Year","Full Time","High",0,1,0,1,1,0
"255",255,"SUNY Polytechnic Institute",460,535,610,460,555,650,420,510,600,7420,17070,22,28,25,0,0,0,0,0.0569,0,0.1298,0,0,0.0319,0.1708,0,0,0,0,0.0182,0,0,0.0091,0,0,0,0,0,0,0,0.0866,0.0023,0,0.0524,0,0,0,0,0,0.2096,0.2323,0,43.13528,-75.2292,4,"Graduate degree",13,"Four Year","Full Time","High",0,1,0,1,1,0
"256",256,"SUNY College at Brockport",470,520,570,480,530,580,410,590,650,7562,17212,21,25,23,0,0.0144,0,0.0037,0.0678,0,0.0187,0,0.055,0,0,0.0107,0,0,0.0481,0,0,0.024,0.0214,0,0,0.0929,0.0021,0,0.0128,0,0.0673,0.0753,0.0358,0.0406,0,0,0,0,0.0454,0.1735,0.1532,0.0374,43.209862,-77.949824,4,"Graduate degree",13,"Four Year","Full Time","High",0,1,0,1,1,0
"257",257,"SUNY Buffalo State",410,460,510,410,455,500,400,445,490,7347,16997,21,23,22,0,0,0,0,0.0686,0.0259,0.0234,0,0.1884,0,0.0223,0.0036,0.03,0,0.0335,0.0498,0,0.0198,0.0112,0,0,0,0.0056,0,0.0071,0,0.0452,0.0889,0.033,0.0879,0,0,0,0,0.0696,0.0244,0.1315,0.0305,42.934199,-78.88067,4,"Graduate degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"258",258,"SUNY College at Cortland",440,540,670,410,590,680,490,520,680,7719,17369,22,29,24,0,0,0,0,0.0708,0,0,0,0.304,0,0,0.008,0,0,0.024,0.0185,0,0.0357,0.0123,0,0,0.1674,0.0025,0,0.0148,0,0.0382,0,0.0037,0.0972,0,0,0,0,0.0092,0.0862,0.0732,0.0345,42.590158,-76.197909,4,"Graduate degree",13,"Four Year","Full Time","High",0,1,0,1,1,0
"259",259,"SUNY at Fredonia",470,520,570,470,520,570,410,510,740,7741,17391,22,26,24,0,0,0,0,0.0843,0.0083,0.0225,0,0.2095,0,0,0.0083,0,0,0.0292,0,0,0.0326,0.0067,0,0.0626,0.0159,0.0109,0,0.0192,0,0.0609,0.0334,0.0367,0.0392,0,0,0,0,0.091,0.0384,0.1628,0.0275,42.450961,-79.336109,4,"Graduate degree",13,"Four Year","Full Time","High",0,1,0,1,1,0
"260",260,"SUNY College at Geneseo",550,605,660,570,615,660,450,550,640,7774,17424,25,29,27,0,0,0,0.0033,0.0568,0,0.0041,0,0.1557,0,0,0.0189,0,0,0.0601,0,0,0.1392,0.042,0,0,0,0.0074,0,0.0593,0,0.1194,0,0,0.1557,0,0,0,0,0.0124,0.0041,0.1211,0.0404,42.796864,-77.821999,4,"Graduate degree",15,"Four Year","Full Time","High",0,1,0,1,1,0
